Disease_Name,Symptom,Count,not_count,term_proportion,survey_frequency,survey_idf,survey_tf_idf,HPO_Code,HPO_label,hpo_dataset_idf,survey_hpo_idf,survey_hpo_tf_idf
Disease 4,Symptom 42,33,32,0.5076923076923077,0.006749846594395582,1.4054651081081644,0.009486673873505711,HP:0001382,Joint hypermobility,5.032537350396024,6.438002458504188,0.04345552896924488
Disease 5,Symptom 42,41,49,0.45555555555555555,0.007756337495270526,1.4054651081081644,0.010901261716313799,HP:0001382,Joint hypermobility,5.032537350396024,6.438002458504188,0.04993531986353987
Disease 6,Symptom 42,26,41,0.3880597014925373,0.004152691263376458,1.4054651081081644,0.005836462675421223,HP:0001382,Joint hypermobility,5.032537350396024,6.438002458504188,0.0267350365630265
Disease 8,Symptom 42,27,33,0.45,0.007248322147651007,1.4054651081081644,0.010187263870851124,HP:0001382,Joint hypermobility,5.032537350396024,6.438002458504188,0.04666471580660754
Disease 10,Symptom 43,25,30,0.45454545454545453,0.00400962309542903,1.538996500732687,0.006170795913122241,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.026004777150473075
Disease 11,Symptom 43,32,33,0.49230769230769234,0.004926866820631255,1.538996500732687,0.00758243079652748,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.03195364518591155
Disease 4,Symptom 43,35,30,0.5384615384615384,0.007158928206177132,1.538996500732687,0.011017565458303137,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.04642988335988535
Disease 6,Symptom 43,26,41,0.3880597014925373,0.004152691263376458,1.538996500732687,0.00639097732295957,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.026932658833178028
Disease 7,Symptom 43,34,29,0.5396825396825397,0.010810810810810811,1.538996500732687,0.01663780000792094,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.07011450185219444
Disease 9,Symptom 43,31,37,0.45588235294117646,0.005798728020950243,1.538996500732687,0.008924222132943003,HP:0000939,Osteoporosis,4.946594920595299,6.485591421327985,0.0376081807072891
Disease 10,Symptom 44,33,22,0.6,0.005292702485966319,1.4054651081081644,0.007438708671623003,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.041146984950863
Disease 11,Symptom 44,37,28,0.5692307692307692,0.005696689761354888,1.4054651081081644,0.00800649869130132,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.04428769773130538
Disease 2,Symptom 44,26,41,0.3880597014925373,0.008107265357031494,1.4054651081081644,0.011394478581481845,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.06302820279865447
Disease 4,Symptom 44,40,25,0.6153846153846154,0.008181632235631009,1.4054651081081644,0.01149899863455238,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.06360635221149043
Disease 5,Symptom 44,46,44,0.5111111111111111,0.00870223231176693,1.4054651081081644,0.01223068387683987,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.06765364630273801
Disease 6,Symptom 44,27,40,0.40298507462686567,0.004312410158121706,1.4054651081081644,0.00606094200909127,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.03352591163940813
Disease 7,Symptom 44,40,23,0.6349206349206349,0.012718600953895072,1.4054651081081644,0.01787554986465074,HP:0002659,Increased susceptibility to fractures,6.368821290941253,7.7742863990494175,0.0988780464108034
Disease 10,Symptom 45,29,26,0.5272727272727272,0.004651162790697674,1.4054651081081644,0.006537047014456578,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.043760078716622734
Disease 11,Symptom 45,28,37,0.4307692307692308,0.004311008468052348,1.4054651081081644,0.006058971982606405,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.04055976503064956
Disease 3,Symptom 45,40,9,0.8163265306122449,0.4,1.4054651081081644,0.5621860432432658,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,3.7633667696295556
Disease 4,Symptom 45,32,33,0.49230769230769234,0.006545305788504807,1.4054651081081644,0.009199198907641903,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.061580965753807414
Disease 5,Symptom 45,49,41,0.5444444444444444,0.009269769201664774,1.4054651081081644,0.013028337173155515,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.08721385343920175
Disease 6,Symptom 45,27,40,0.40298507462686567,0.004312410158121706,1.4054651081081644,0.00606094200909127,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.04057295271522041
Disease 9,Symptom 45,33,35,0.4852941176470588,0.006172839506172839,1.4054651081081644,0.008675710543877557,HP:0011297,Abnormal digit morphology,8.002951815965725,9.408416924073888,0.05807664767946844
Disease 10,Symptom 46,28,27,0.509090909090909,0.004490777866880513,1.0870113769896297,0.004881526632832338,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.033165360516451324
Disease 11,Symptom 46,36,29,0.5538461538461539,0.005542725173210162,1.0870113769896297,0.006025005322806262,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.04093421764831554
Disease 12,Symptom 46,31,38,0.4492753623188406,0.008211920529801325,1.0870113769896297,0.008926451042828748,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.06064679950257611
Disease 2,Symptom 46,28,39,0.417910447761194,0.008730901153726224,1.0870113769896297,0.009490588885472289,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.06447958304336576
Disease 4,Symptom 46,38,27,0.5846153846153846,0.007772550623849458,1.0870113769896297,0.008448850956352205,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.0574019582383398
Disease 5,Symptom 46,42,48,0.4666666666666667,0.007945516458569807,1.0870113769896297,0.008636866786523732,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.05867934813282463
Disease 6,Symptom 46,34,33,0.5074626865671642,0.005430442421338445,1.0870113769896297,0.0059029526940820014,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.04010498537364249
Disease 7,Symptom 46,32,31,0.5079365079365079,0.010174880763116057,1.0870113769896297,0.01106021114902008,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.0751436830597589
Disease 8,Symptom 46,23,37,0.38333333333333336,0.006174496644295302,1.0870113769896297,0.0067117480995332835,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.04559998585677567
Disease 9,Symptom 46,32,36,0.47058823529411764,0.005985783763561541,1.0870113769896297,0.006506615051191198,HP:0001155,Abnormality of the hand,6.298203723727299,7.385215100716929,0.0442063006402809
Disease 11,Symptom 47,37,28,0.5692307692307692,0.005696689761354888,1.8754687373538999,0.010683963553825141,HP:0001760,Abnormal foot morphology,5.908006087749923,7.7834748251038235,0.04434004134393248
Disease 12,Symptom 47,34,35,0.4927536231884058,0.009006622516556291,1.8754687373538999,0.016891638958949032,HP:0001760,Abnormal foot morphology,5.908006087749923,7.7834748251038235,0.07010281961682914
Disease 6,Symptom 47,26,41,0.3880597014925373,0.004152691263376458,1.8754687373538999,0.007788242640345217,HP:0001760,Abnormal foot morphology,5.908006087749923,7.7834748251038235,0.03232236790491925
Disease 8,Symptom 47,30,30,0.5,0.008053691275167786,1.8754687373538999,0.015104446206877047,HP:0001760,Abnormal foot morphology,5.908006087749923,7.7834748251038235,0.06268570328942677
Disease 1,Symptom 48,33,23,0.5892857142857143,0.015988372093023256,1.0870113769896297,0.01737954236465978,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.09733721521243895
Disease 10,Symptom 48,24,31,0.43636363636363634,0.0038492381716118684,1.0870113769896297,0.004184165685284862,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.023434163411646742
Disease 11,Symptom 48,36,29,0.5538461538461539,0.005542725173210162,1.0870113769896297,0.006025005322806262,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.03374411290337585
Disease 12,Symptom 48,36,33,0.5217391304347826,0.009536423841059603,1.0870113769896297,0.010366201211026932,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.058057751869516866
Disease 2,Symptom 48,26,41,0.3880597014925373,0.008107265357031494,1.0870113769896297,0.008812689679367125,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.04935703449046427
Disease 4,Symptom 48,33,32,0.5076923076923077,0.006749846594395582,1.0870113769896297,0.007337160041042704,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.041093068561766005
Disease 5,Symptom 48,43,47,0.4777777777777778,0.008134695421869087,1.0870113769896297,0.008842506471917153,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.04952402873533508
Disease 6,Symptom 48,33,34,0.4925373134328358,0.005270723526593196,1.0870113769896297,0.005729336438373707,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.03208816677822616
Disease 8,Symptom 48,31,29,0.5166666666666667,0.00832214765100671,1.0870113769896297,0.009046269177631816,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.050665237975616784
Disease 9,Symptom 48,32,36,0.47058823529411764,0.005985783763561541,1.0870113769896297,0.006506615051191198,HP:0001385,Hip dysplasia,5.000988992661098,6.088000369650727,0.03644145376521198
Disease 1,Symptom 49,28,28,0.5,0.013565891472868217,1.538996500732687,0.020877859506063582,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.08959063982740943
Disease 10,Symptom 49,34,21,0.6181818181818182,0.00545308740978348,1.538996500732687,0.008392282441846248,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.03601278921141187
Disease 11,Symptom 49,34,31,0.5230769230769231,0.005234795996920708,1.538996500732687,0.008056332721310447,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.034571168704103615
Disease 2,Symptom 49,37,30,0.5522388059701493,0.01153726223885251,1.538996500732687,0.017755806213629377,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.07619334917300997
Disease 5,Symptom 49,43,47,0.4777777777777778,0.008134695421869087,1.538996500732687,0.012519267788782734,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.05372242355793093
Disease 7,Symptom 49,35,28,0.5555555555555556,0.011128775834658187,1.538996500732687,0.017127147066977436,HP:0000768,Pectus carinatum,5.065113520830637,6.604110021563324,0.07349566001739788
Disease 1,Symptom 50,28,28,0.5,0.013565891472868217,1.538996500732687,0.020877859506063582,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.08032291471882351
Disease 10,Symptom 50,32,23,0.5818181818181818,0.005132317562149158,1.538996500732687,0.007898618768796469,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.030388176602983475
Disease 11,Symptom 50,32,33,0.49230769230769234,0.004926866820631255,1.538996500732687,0.00758243079652748,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.029171713798245107
Disease 5,Symptom 50,45,45,0.5,0.00851305334846765,1.538996500732687,0.013101559313842397,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.050405331597510455
Disease 6,Symptom 50,30,37,0.44776119402985076,0.004791566842357451,1.538996500732687,0.007374204603414887,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.02837060989452593
Disease 8,Symptom 50,27,33,0.45,0.007248322147651007,1.538996500732687,0.011155142421418133,HP:0000767,Pectus excavatum,4.381949784254875,5.920946284987561,0.04291692609252729
Disease 10,Symptom 51,26,29,0.4727272727272727,0.004170008019246191,1.6931471805599454,0.007060437320699051,HP:0002652,Skeletal dysplasia,5.571533851128711,7.2646810316886565,0.030293778159407387
Disease 11,Symptom 51,28,37,0.4307692307692308,0.004311008468052348,1.6931471805599454,0.007299171833052882,HP:0002652,Skeletal dysplasia,5.571533851128711,7.2646810316886565,0.03131810144530906
Disease 5,Symptom 51,47,43,0.5222222222222223,0.008891411275066213,1.6931471805599454,0.015054467931577267,HP:0002652,Skeletal dysplasia,5.571533851128711,7.2646810316886565,0.06459326683491617
Disease 6,Symptom 51,30,37,0.44776119402985076,0.004791566842357451,1.6931471805599454,0.00811282788960204,HP:0002652,Skeletal dysplasia,5.571533851128711,7.2646810316886565,0.034809204751742484
Disease 7,Symptom 51,35,28,0.5555555555555556,0.011128775834658187,1.6931471805599454,0.018842655427535163,HP:0002652,Skeletal dysplasia,5.571533851128711,7.2646810316886565,0.08084700671195642
Disease 10,Symptom 52,25,30,0.45454545454545453,0.00400962309542903,1.538996500732687,0.006170795913122241,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.04014415375278327
Disease 11,Symptom 52,35,30,0.5384615384615384,0.005388760585065435,1.538996500732687,0.00829328368370193,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.053952012025873006
Disease 2,Symptom 52,34,33,0.5074626865671642,0.010601808543810414,1.538996500732687,0.01631614625036213,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.10614479768072997
Disease 4,Symptom 52,33,32,0.5076923076923077,0.006749846594395582,1.538996500732687,0.010387990289257245,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.06757913974558333
Disease 5,Symptom 52,37,53,0.4111111111111111,0.0069996216420734015,1.538996500732687,0.01077239321360375,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.07007987552022957
Disease 6,Symptom 52,27,40,0.40298507462686567,0.004312410158121706,1.538996500732687,0.006636784143073398,HP:0001560,Abnormality of the amniotic fluid,8.472955445211461,10.011951945944148,0.043175643274315924
Disease 1,Symptom 53,34,22,0.6071428571428571,0.016472868217054265,1.6931471805599454,0.027890990377440965,HP:0001558,Decreased fetal movement,5.246111450694083,6.939258631254028,0.11430949295670396
Disease 10,Symptom 53,32,23,0.5818181818181818,0.005132317562149158,1.6931471805599454,0.00868976901009114,HP:0001558,Decreased fetal movement,5.246111450694083,6.939258631254028,0.03561447894148018
Disease 11,Symptom 53,32,33,0.49230769230769234,0.004926866820631255,1.6931471805599454,0.008341910666346151,HP:0001558,Decreased fetal movement,5.246111450694083,6.939258631254028,0.034188803110104526
Disease 2,Symptom 53,31,36,0.4626865671641791,0.00966635484876832,1.6931471805599454,0.016366561458484037,HP:0001558,Decreased fetal movement,5.246111450694083,6.939258631254028,0.0670773363170798
Disease 6,Symptom 53,32,35,0.47761194029850745,0.005111004631847948,1.6931471805599454,0.008653683082242174,HP:0001558,Decreased fetal movement,5.246111450694083,6.939258631254028,0.03546658300593019
Disease 1,Symptom 54,31,25,0.5535714285714286,0.015019379844961241,1.0,0.015019379844961241,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.1499502001639055
Disease 10,Symptom 54,34,21,0.6181818181818182,0.00545308740978348,1.0,0.00545308740978348,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.05444243084927559
Disease 11,Symptom 54,42,23,0.6461538461538462,0.006466512702078522,1.0,0.006466512702078522,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.06456024709731377
Disease 12,Symptom 54,31,38,0.4492753623188406,0.008211920529801325,1.0,0.008211920529801325,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.08198601672537774
Disease 2,Symptom 54,34,33,0.5074626865671642,0.010601808543810414,1.0,0.010601808543810414,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.1058461354366178
Disease 4,Symptom 54,31,34,0.47692307692307695,0.006340764982614031,1.0,0.006340764982614031,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.0633048093962571
Disease 5,Symptom 54,42,48,0.4666666666666667,0.007945516458569807,1.0,0.007945516458569807,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.079326296802318
Disease 6,Symptom 54,30,37,0.44776119402985076,0.004791566842357451,1.0,0.004791566842357451,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.047837954331468376
Disease 7,Symptom 54,35,28,0.5555555555555556,0.011128775834658187,1.0,0.011128775834658187,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.11110726149895413
Disease 8,Symptom 54,26,34,0.43333333333333335,0.00697986577181208,1.0,0.00697986577181208,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.06968545175662112
Disease 9,Symptom 54,31,37,0.45588235294117646,0.005798728020950243,1.0,0.005798728020950243,HP:0001787,Abnormal delivery,8.98378106897745,9.98378106897745,0.057893231039712105
Disease 1,Symptom 55,29,27,0.5178571428571429,0.014050387596899225,1.538996500732687,0.021623497345565852,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.14067180544204472
Disease 10,Symptom 55,31,24,0.5636363636363636,0.004971932638331997,1.538996500732687,0.007651786932271578,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.049778750653451255
Disease 11,Symptom 55,33,32,0.5076923076923077,0.005080831408775982,1.538996500732687,0.007819381758918964,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.05086903991010884
Disease 5,Symptom 55,40,50,0.4444444444444444,0.007567158531971245,1.538996500732687,0.011645830501193243,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.07576202758943737
Disease 6,Symptom 55,28,39,0.417910447761194,0.004472129052866954,1.538996500732687,0.006882590963187227,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.044774741173364656
Disease 9,Symptom 55,36,32,0.5294117647058824,0.006734006734006734,1.538996500732687,0.010363612799546713,HP:0002686,Pregnancy history,8.472955445211461,10.011951945944148,0.06742055182453971
Disease 10,Symptom 56,35,20,0.6363636363636364,0.0056134723336006415,1.2876820724517808,0.007228367688181608,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.052902291072409145
Disease 11,Symptom 56,39,26,0.6,0.006004618937644342,1.2876820724517808,0.007732040157909076,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.05658852131803528
Disease 2,Symptom 56,30,37,0.44776119402985076,0.009354536950420954,1.2876820724517808,0.012045669527144816,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.08815870234838194
Disease 4,Symptom 56,37,28,0.5692307692307692,0.007568009817958683,1.2876820724517808,0.009745190566724462,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.07132217537299143
Disease 5,Symptom 56,37,53,0.4111111111111111,0.0069996216420734015,1.2876820724517808,0.009013287302443414,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.06596559125965855
Disease 6,Symptom 56,26,41,0.3880597014925373,0.004152691263376458,1.2876820724517808,0.005347346092277001,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.03913564882719897
Disease 8,Symptom 56,29,31,0.48333333333333334,0.007785234899328859,1.2876820724517808,0.010024907409691716,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.07336934044301177
Disease 9,Symptom 56,29,39,0.4264705882352941,0.005424616535727646,1.2876820724517808,0.006985181462981976,HP:0100767,Abnormal placenta morphology,8.136483208590247,9.424165281042029,0.05112248281897097
Disease 10,Symptom 57,29,26,0.5272727272727272,0.004651162790697674,1.6931471805599454,0.007875103165395095,HP:0031437,Pregnancy exposure,8.98378106897745,10.676928249537395,0.049660131393197186
Disease 5,Symptom 57,46,44,0.5111111111111111,0.00870223231176693,1.6931471805599454,0.014734160103245835,HP:0031437,Pregnancy exposure,8.98378106897745,10.676928249537395,0.09291311000354145
Disease 6,Symptom 57,22,45,0.3283582089552239,0.003513815684395464,1.6931471805599454,0.005949407119041495,HP:0031437,Pregnancy exposure,8.98378106897745,10.676928249537395,0.03751675794438951
Disease 7,Symptom 57,39,24,0.6190476190476191,0.012400635930047695,1.6931471805599454,0.02099610176211061,HP:0031437,Pregnancy exposure,8.98378106897745,10.676928249537395,0.13240070007375468
Disease 9,Symptom 57,33,35,0.4852941176470588,0.006172839506172839,1.6931471805599454,0.010451525805925588,HP:0031437,Pregnancy exposure,8.98378106897745,10.676928249537395,0.06590696450331725
Disease 10,Symptom 58,27,28,0.4909090909090909,0.004330392943063352,1.4054651081081644,0.006086216185873366,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.028409996644122863
Disease 11,Symptom 58,36,29,0.5538461538461539,0.005542725173210162,1.4054651081081644,0.0077901068347796636,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.03636362926889526
Disease 12,Symptom 58,47,22,0.6811594202898551,0.012450331125827815,1.4054651081081644,0.017498505981744034,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.08168170190411563
Disease 2,Symptom 58,39,28,0.582089552238806,0.01216089803554724,1.4054651081081644,0.017091717872222766,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.07978284578835806
Disease 4,Symptom 58,36,29,0.5538461538461539,0.0073634690120679075,1.4054651081081644,0.01034909877109714,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.048308810002347054
Disease 7,Symptom 58,35,28,0.5555555555555556,0.011128775834658187,1.4054651081081644,0.015641106131569396,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.07301149994304554
Disease 8,Symptom 58,30,30,0.5,0.008053691275167786,1.4054651081081644,0.011319182078723473,HP:0001622,Premature birth,5.155139672488356,6.56060478059652,0.052837085481314265
Disease 10,Symptom 59,32,23,0.5818181818181818,0.005132317562149158,1.538996500732687,0.007898618768796469,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.056087211818794815
Disease 11,Symptom 59,34,31,0.5230769230769231,0.005234795996920708,1.538996500732687,0.008056332721310447,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.057207121023221286
Disease 5,Symptom 59,51,39,0.5666666666666667,0.009648127128263337,1.538996500732687,0.014848433889021384,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.10543707464410393
Disease 6,Symptom 59,29,38,0.43283582089552236,0.004631847947612203,1.538996500732687,0.0071283977833010576,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.050617958418260785
Disease 7,Symptom 59,32,31,0.5079365079365079,0.010174880763116057,1.538996500732687,0.015659105889807942,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.11119356619719735
Disease 9,Symptom 59,34,34,0.5,0.006359895248784137,1.538996500732687,0.009787856532905228,HP:0010881,Abnormality of the umbilical cord,9.389246177085615,10.928242677818302,0.06950247868421666
Disease 10,Symptom 60,31,24,0.5636363636363636,0.004971932638331997,1.2876820724517808,0.006402268523817996,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.0468563149498481
Disease 11,Symptom 60,34,31,0.5230769230769231,0.005234795996920708,1.2876820724517808,0.006740752958177143,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.04933358268751793
Disease 2,Symptom 60,36,31,0.5373134328358209,0.011225444340505144,1.2876820724517808,0.014454803432573778,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.10579044281805831
Disease 4,Symptom 60,33,32,0.5076923076923077,0.006749846594395582,1.2876820724517808,0.008691656451402897,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.06361166992726262
Disease 5,Symptom 60,45,45,0.5,0.00851305334846765,1.2876820724517808,0.010962106178647396,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.08022842180228743
Disease 6,Symptom 60,34,33,0.5074626865671642,0.005430442421338445,1.2876820724517808,0.006992683351439155,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.05117738692787558
Disease 7,Symptom 60,34,29,0.5396825396825397,0.010810810810810811,1.2876820724517808,0.013920887269748982,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.10188286790315708
Disease 8,Symptom 60,31,29,0.5166666666666667,0.00832214765100671,1.2876820724517808,0.01071628033449804,HP:0000306,Abnormality of the chin,8.136483208590247,9.424165281042029,0.07842929495632292
Disease 10,Symptom 61,29,26,0.5272727272727272,0.004651162790697674,1.2876820724517808,0.005989218941636189,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.03468861592869393
Disease 11,Symptom 61,37,28,0.5692307692307692,0.005696689761354888,1.2876820724517808,0.007335525278016303,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.042486210887261004
Disease 12,Symptom 61,34,35,0.4927536231884058,0.009006622516556291,1.2876820724517808,0.011597666347910079,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.06717186289768282
Disease 2,Symptom 61,31,36,0.4626865671641791,0.00966635484876832,1.2876820724517808,0.01244719184471631,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.0720921812175694
Disease 4,Symptom 61,36,29,0.5538461538461539,0.0073634690120679075,1.2876820724517808,0.00948180703789407,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.054917137919429544
Disease 6,Symptom 61,32,35,0.47761194029850745,0.005111004631847948,1.2876820724517808,0.006581349036648617,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.038118140487049076
Disease 7,Symptom 61,38,25,0.6031746031746031,0.012082670906200318,1.2876820724517808,0.015558638713248862,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.09011319304846722
Disease 8,Symptom 61,25,35,0.4166666666666667,0.006711409395973154,1.2876820724517808,0.008642161560079065,HP:0001595,Abnormal hair morphology,6.1703703522174145,7.458052424669195,0.050054043118585204
Disease 1,Symptom 62,28,28,0.5,0.013565891472868217,1.4054651081081644,0.019066387125498355,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.12213306727085285
Disease 10,Symptom 62,31,24,0.5636363636363636,0.004971932638331997,1.4054651081081644,0.006987877843039791,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.044762069975130304
Disease 12,Symptom 62,31,38,0.4492753623188406,0.008211920529801325,1.4054651081081644,0.011541567775192874,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.07393152484634105
Disease 4,Symptom 62,36,29,0.5538461538461539,0.0073634690120679075,1.4054651081081644,0.01034909877109714,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.0662929567140041
Disease 5,Symptom 62,41,49,0.45555555555555555,0.007756337495270526,1.4054651081081644,0.010901261716313799,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.06982993273828883
Disease 6,Symptom 62,29,38,0.43283582089552236,0.004631847947612203,1.4054651081081644,0.006509900676431364,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.041700303891232395
Disease 8,Symptom 62,26,34,0.43333333333333335,0.00697986577181208,1.4054651081081644,0.009809957801560342,HP:0000153,Abnormality of the mouth,7.59748670785756,9.002951815965725,0.06283939522553257
Disease 10,Symptom 63,29,26,0.5272727272727272,0.004651162790697674,1.538996500732687,0.007158123259221799,HP:0000153,Abnormality of the mouth,7.59748670785756,9.136483208590247,0.04249527073762906
Disease 4,Symptom 63,32,33,0.49230769230769234,0.006545305788504807,1.538996500732687,0.010073202704734299,HP:0000153,Abnormality of the mouth,7.59748670785756,9.136483208590247,0.05980107643176272
Disease 6,Symptom 63,30,37,0.44776119402985076,0.004791566842357451,1.538996500732687,0.007374204603414887,HP:0000153,Abnormality of the mouth,7.59748670785756,9.136483208590247,0.04377806999803664
Disease 7,Symptom 63,33,30,0.5238095238095238,0.010492845786963434,1.538996500732687,0.016148452948864443,HP:0000153,Abnormality of the mouth,7.59748670785756,9.136483208590247,0.09586770934291834
Disease 8,Symptom 63,24,36,0.4,0.006442953020134228,1.538996500732687,0.009915682152371673,HP:0000153,Abnormality of the mouth,7.59748670785756,9.136483208590247,0.05886593208219219
